metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
MS_E_D_Clarke_23_binding_1,manuscript_3988,Clarke,MS_E_D_Clarke_23,MS. E. D. Clarke 23,MS_E_D_Clarke_23,"Leather on boards, stamped with interlaced corded ornament and four clasps (now lost), Italian work, contemporary.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_25_binding_1,manuscript_3990,Clarke,MS_E_D_Clarke_25,MS. E. D. Clarke 25,MS_E_D_Clarke_25,Light green leather (16th cent.?).,,,,,1500,1600,,,,,,,,,,,,,
MS_E_D_Clarke_28_binding_1,manuscript_3993,Clarke,MS_E_D_Clarke_28,MS. E. D. Clarke 28,MS_E_D_Clarke_28,"Stamped leather on boards with four clasps (one lost), Italian work, contemporary.",,,True,,,,,,,,,,,,,,,,
MS_E_D_Clarke_29_binding_1,manuscript_3994,Clarke,MS_E_D_Clarke_29,MS. E. D. Clarke 29,MS_E_D_Clarke_29,"Medieval binding. Sewn on three slit/double bands and laced into wood boards covered with dark red leather, blind-tooled in a lattice pattern with large (rose?) and small (daisy?) flower-head tools in the interstices; with 4+1 circular bosses in a quincunx pattern on each board, and one clasp at the fore-edge (fastening from the back to the front board). Despite parchment flyleaves, the pastedowns are paper, the front one with part of a watermark visible (Ochsenkopf, type Piccard XII.761–878).",,,,,1400,1500,,,,,,,,,,,,,
MS_E_D_Clarke_30_binding_1,manuscript_3996,Clarke,MS_E_D_Clarke_30,MS. E. D. Clarke 30,MS_E_D_Clarke_30,"Stamped leather on boards, with clasps (one lost).",,,True,,,,,,,,,,,,,,,,
MS_DOrville_1_binding_1,manuscript_4050,DOrville,MS_DOrville_1,MS. D'Orville 1,MS_DOrville_1,"Parisian binding, 16th century, for Cardinal Antoine de Granvelle, with his emblem of a two-headed crowned eagle at each corner of the central panel; cf. Besançon MS. 484.",,,,,1500,1600,,,13.375 in,340.0,340.0,9.375 in,238.0,238.0,,,,mm,True
MS_DOrville_2_binding_1,manuscript_4128,DOrville,MS_DOrville_2,MS. D'Orville 2,MS_DOrville_2,13; 9,,,,,,,,,13 in,330.0,330.0,9 in,229.0,229.0,,,,mm,True
MS_DOrville_3_binding_1,manuscript_4145,DOrville,MS_DOrville_3,MS. D'Orville 3,MS_DOrville_3,12.75; 8.875,,,,,,,,,12.75 in,324.0,324.0,8.875 in,225.0,225.0,,,,mm,True
MS_DOrville_9_binding_1,manuscript_4192,DOrville,MS_DOrville_9,MS. D'Orville 9,MS_DOrville_9,13.5; 9.625,,,,,,,,,13.5 in,343.0,343.0,9.625 in,244.0,244.0,,,,mm,True
MS_DOrville_10_binding_1,manuscript_4051,DOrville,MS_DOrville_10,MS. D'Orville 10,MS_DOrville_10,12.375; 9,,,,,,,,,12.375 in,314.0,314.0,9 in,229.0,229.0,,,,mm,True
MS_DOrville_11_binding_1,manuscript_4059,DOrville,MS_DOrville_11,MS. D'Orville 11,MS_DOrville_11,11.875; 8,,,,,,,,,11.875 in,302.0,302.0,8 in,203.0,203.0,,,,mm,True
MS_DOrville_12_binding_1,manuscript_4067,DOrville,MS_DOrville_12,MS. D'Orville 12,MS_DOrville_12,13.5; 9.375,,,,,,,,,13.5 in,343.0,343.0,9.375 in,238.0,238.0,,,,mm,True
MS_DOrville_13_binding_1,manuscript_4069,DOrville,MS_DOrville_13,MS. D'Orville 13,MS_DOrville_13,11.75; 8.5,,,,,,,,,11.75 in,298.0,298.0,8.5 in,216.0,216.0,,,,mm,True
MS_DOrville_14_binding_1,manuscript_4076,DOrville,MS_DOrville_14,MS. D'Orville 14,MS_DOrville_14,12.875; 9.375,,,,,,,,,12.875 in,327.0,327.0,9.375 in,238.0,238.0,,,,mm,True
MS_DOrville_19_binding_1,manuscript_4127,DOrville,MS_DOrville_19,MS. D'Orville 19,MS_DOrville_19,12.75; 8.5,,,,,,,,,12.75 in,324.0,324.0,8.5 in,216.0,216.0,,,,mm,True
MS_DOrville_20_binding_1,manuscript_4129,DOrville,MS_DOrville_20,MS. D'Orville 20,MS_DOrville_20,298; 225,,,,,,,,,298 mm,298.0,298.0,225 mm,225.0,225.0,,,,mm,False
MS_DOrville_21_binding_1,manuscript_4136,DOrville,MS_DOrville_21,MS. D'Orville 21,MS_DOrville_21,12.75; 8.875,,,,,,,,,12.75 in,324.0,324.0,8.875 in,225.0,225.0,,,,mm,True
MS_DOrville_22_binding_1,manuscript_4142,DOrville,MS_DOrville_22,MS. D'Orville 22,MS_DOrville_22,12; 8.75,,,,,,,,,12 in,305.0,305.0,8.75 in,222.0,222.0,,,,mm,True
MS_DOrville_23_binding_1,manuscript_4143,DOrville,MS_DOrville_23,MS. D'Orville 23,MS_DOrville_23,11.875; 8.875,,,,,,,,,11.875 in,302.0,302.0,8.875 in,225.0,225.0,,,,mm,True
MS_DOrville_25_binding_1,manuscript_4144,DOrville,MS_DOrville_25,MS. D'Orville 25,MS_DOrville_25,12.125; 9.125,,,,,,,,,12.125 in,308.0,308.0,9.125 in,232.0,232.0,,,,mm,True
MS_DOrville_31_binding_1,manuscript_4147,DOrville,MS_DOrville_31,MS. D'Orville 31,MS_DOrville_31,12.125; 9,,,,,,,,,12.125 in,308.0,308.0,9 in,229.0,229.0,,,,mm,True
MS_DOrville_32_binding_1,manuscript_4148,DOrville,MS_DOrville_32,MS. D'Orville 32,MS_DOrville_32,13.25; 9.375,,,,,,,,,13.25 in,337.0,337.0,9.375 in,238.0,238.0,,,,mm,True
MS_DOrville_44_binding_1,manuscript_4150,DOrville,MS_DOrville_44,MS. D'Orville 44,MS_DOrville_44,12; 8.75,,,,,,,,,12 in,305.0,305.0,8.75 in,222.0,222.0,,,,mm,True
MS_DOrville_46_binding_1,manuscript_4152,DOrville,MS_DOrville_46,MS. D'Orville 46,MS_DOrville_46,11.125; 7.625,,,,,,,,,11.125 in,283.0,283.0,7.625 in,194.0,194.0,,,,mm,True
MS_DOrville_49_binding_1,manuscript_4153,DOrville,MS_DOrville_49,MS. D'Orville 49,MS_DOrville_49,12.5; 8.5,,,,,,,,,12.5 in,318.0,318.0,8.5 in,216.0,216.0,,,,mm,True
MS_DOrville_50_binding_1,manuscript_4154,DOrville,MS_DOrville_50,MS. D'Orville 50,MS_DOrville_50,11.375; 8.875,,,,,,,,,11.375 in,289.0,289.0,8.875 in,225.0,225.0,,,,mm,True
MS_DOrville_59_binding_1,manuscript_4168,DOrville,MS_DOrville_59,MS. D'Orville 59,MS_DOrville_59,8.75; 8.625,,,,,,,,,8.75 in,222.0,222.0,8.625 in,219.0,219.0,,,,mm,True
MS_DOrville_60_binding_1,manuscript_4169,DOrville,MS_DOrville_60,MS. D'Orville 60,MS_DOrville_60,12; 9,,,,,,,,,12 in,305.0,305.0,9 in,229.0,229.0,,,,mm,True
MS_DOrville_61_binding_1,manuscript_4170,DOrville,MS_DOrville_61,MS. D'Orville 61,MS_DOrville_61,11.5; 8.5,,,,,,,,,11.5 in,292.0,292.0,8.5 in,216.0,216.0,,,,mm,True
MS_DOrville_69_binding_1,manuscript_4171,DOrville,MS_DOrville_69,MS. D'Orville 69,MS_DOrville_69,9.125; 6.75,,,,,,,,,9.125 in,232.0,232.0,6.75 in,171.0,171.0,,,,mm,True
MS_DOrville_70_binding_1,manuscript_4172,DOrville,MS_DOrville_70,MS. D'Orville 70,MS_DOrville_70,9.75; 6.375,,,,,,,,,9.75 in,248.0,248.0,6.375 in,162.0,162.0,,,,mm,True
MS_DOrville_71_binding_1,manuscript_4173,DOrville,MS_DOrville_71,MS. D'Orville 71,MS_DOrville_71,9; 5.875,,,,,,,,,9 in,229.0,229.0,5.875 in,149.0,149.0,,,,mm,True
MS_DOrville_72_binding_1,manuscript_4174,DOrville,MS_DOrville_72,MS. D'Orville 72,MS_DOrville_72,9.125; 6.125,,,,,,,,,9.125 in,232.0,232.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_73_binding_1,manuscript_4175,DOrville,MS_DOrville_73,MS. D'Orville 73,MS_DOrville_73,8.25; 6,,,,,,,,,8.25 in,210.0,210.0,6 in,152.0,152.0,,,,mm,True
MS_DOrville_74_binding_1,manuscript_4176,DOrville,MS_DOrville_74,MS. D'Orville 74,MS_DOrville_74,8.625; 6.125,,,,,,,,,8.625 in,219.0,219.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_75_binding_1,manuscript_4177,DOrville,MS_DOrville_75,MS. D'Orville 75,MS_DOrville_75,10.875; 5.625,,,,,,,,,10.875 in,276.0,276.0,5.625 in,143.0,143.0,,,,mm,True
MS_DOrville_76_binding_1,manuscript_4178,DOrville,MS_DOrville_76,MS. D'Orville 76,MS_DOrville_76,Red morocco with gold tooling (17th century ?),,,,,1600,1700,,,10.75 in,273.0,273.0,7.25 in,184.0,184.0,,,,mm,True
MS_DOrville_77_binding_1,manuscript_4179,DOrville,MS_DOrville_77,MS. D'Orville 77,MS_DOrville_77,"Standard D'Orville binding of smooth brown leather, mid-18th century.; Former chained binding (MS. D'Orville 77, fols. 96v-97r, rust stains from a chain).",,,,,1746,1751,,,,,,,,,,,,,
MS_DOrville_78_binding_1,manuscript_4180,DOrville,MS_DOrville_78,MS. D'Orville 78,MS_DOrville_78,10; 7,,,,,,,,,10 in,254.0,254.0,7 in,178.0,178.0,,,,mm,True
MS_DOrville_79_binding_1,manuscript_4181,DOrville,MS_DOrville_79,MS. D'Orville 79,MS_DOrville_79,10.375; 7.25,,,,,,,,,10.375 in,264.0,264.0,7.25 in,184.0,184.0,,,,mm,True
MS_DOrville_80_binding_1,manuscript_4182,DOrville,MS_DOrville_80,MS. D'Orville 80,MS_DOrville_80,10.625; 8,,,,,,,,,10.625 in,270.0,270.0,8 in,203.0,203.0,,,,mm,True
MS_DOrville_81_binding_1,manuscript_4183,DOrville,MS_DOrville_81,MS. D'Orville 81,MS_DOrville_81,10.625; 7.75,,,,,,,,,10.625 in,270.0,270.0,7.75 in,197.0,197.0,,,,mm,True
MS_DOrville_82_binding_1,manuscript_4184,DOrville,MS_DOrville_82,MS. D'Orville 82,MS_DOrville_82,10; 6.625,,,,,,,,,10 in,254.0,254.0,6.625 in,168.0,168.0,,,,mm,True
MS_DOrville_83_binding_1,manuscript_4185,DOrville,MS_DOrville_83,MS. D'Orville 83,MS_DOrville_83,9.875; 6.375,,,,,,,,,9.875 in,251.0,251.0,6.375 in,162.0,162.0,,,,mm,True
MS_DOrville_84_binding_1,manuscript_4186,DOrville,MS_DOrville_84,MS. D'Orville 84,MS_DOrville_84,10; 6.75,,,,,,,,,10 in,254.0,254.0,6.75 in,171.0,171.0,,,,mm,True
MS_DOrville_85_binding_1,manuscript_4187,DOrville,MS_DOrville_85,MS. D'Orville 85,MS_DOrville_85,9.875; 7.125,,,,,,,,,9.875 in,251.0,251.0,7.125 in,181.0,181.0,,,,mm,True
MS_DOrville_86_binding_1,manuscript_4188,DOrville,MS_DOrville_86,MS. D'Orville 86,MS_DOrville_86,9.25; 6.75,,,,,,,,,9.25 in,235.0,235.0,6.75 in,171.0,171.0,,,,mm,True
MS_DOrville_87_binding_1,manuscript_4189,DOrville,MS_DOrville_87,MS. D'Orville 87,MS_DOrville_87,9.375; 6.5,,,,,,,,,9.375 in,238.0,238.0,6.5 in,165.0,165.0,,,,mm,True
MS_DOrville_88_binding_1,manuscript_4190,DOrville,MS_DOrville_88,MS. D'Orville 88,MS_DOrville_88,9.875; 6.5,,,,,,,,,9.875 in,251.0,251.0,6.5 in,165.0,165.0,,,,mm,True
MS_DOrville_89_binding_1,manuscript_4191,DOrville,MS_DOrville_89,MS. D'Orville 89,MS_DOrville_89,10.375; 7.25,,,,,,,,,10.375 in,264.0,264.0,7.25 in,184.0,184.0,,,,mm,True
MS_DOrville_90_binding_1,manuscript_4193,DOrville,MS_DOrville_90,MS. D'Orville 90,MS_DOrville_90,9; 6.375,,,,,,,,,9 in,229.0,229.0,6.375 in,162.0,162.0,,,,mm,True
MS_DOrville_91_binding_1,manuscript_4194,DOrville,MS_DOrville_91,MS. D'Orville 91,MS_DOrville_91,10.25; 6.875,,,,,,,,,10.25 in,260.0,260.0,6.875 in,175.0,175.0,,,,mm,True
MS_DOrville_92_binding_1,manuscript_4195,DOrville,MS_DOrville_92,MS. D'Orville 92,MS_DOrville_92,9.75; 6.625,,,,,,,,,9.75 in,248.0,248.0,6.625 in,168.0,168.0,,,,mm,True
MS_DOrville_93_binding_1,manuscript_4196,DOrville,MS_DOrville_93,MS. D'Orville 93,MS_DOrville_93,11.5; 9,,,,,,,,,11.5 in,292.0,292.0,9 in,229.0,229.0,,,,mm,True
MS_DOrville_94_binding_1,manuscript_4197,DOrville,MS_DOrville_94,MS. D'Orville 94,MS_DOrville_94,11.25; 7.625,,,,,,,,,11.25 in,286.0,286.0,7.625 in,194.0,194.0,,,,mm,True
MS_DOrville_95_binding_1,manuscript_4198,DOrville,MS_DOrville_95,MS. D'Orville 95,MS_DOrville_95,"Standard D'Orville binding of smooth brown leather, mid-18th century.; Former chained binding (MS. D'Orville 77, fols. 96v-97r, rust stains from a chain).",,,,,1746,1751,,,,,,,,,,,,,
MS_DOrville_96_binding_1,manuscript_4199,DOrville,MS_DOrville_96,MS. D'Orville 96,MS_DOrville_96,10.25; 7,,,,,,,,,10.25 in,260.0,260.0,7 in,178.0,178.0,,,,mm,True
MS_DOrville_97_binding_1,manuscript_4200,DOrville,MS_DOrville_97,MS. D'Orville 97,MS_DOrville_97,11.5; 8.5,,,,,,,,,11.5 in,292.0,292.0,8.5 in,216.0,216.0,,,,mm,True
MS_DOrville_98_binding_1,manuscript_4201,DOrville,MS_DOrville_98,MS. D'Orville 98,MS_DOrville_98,11.75; 8.25,,,,,,,,,11.75 in,298.0,298.0,8.25 in,210.0,210.0,,,,mm,True
MS_DOrville_99_binding_1,manuscript_4202,DOrville,MS_DOrville_99,MS. D'Orville 99,MS_DOrville_99,11.125; 8.125,,,,,,,,,11.125 in,283.0,283.0,8.125 in,206.0,206.0,,,,mm,True
MS_DOrville_100_binding_1,manuscript_4052,DOrville,MS_DOrville_100,MS. D'Orville 100,MS_DOrville_100,10.375; 6.5,,,,,,,,,10.375 in,264.0,264.0,6.5 in,165.0,165.0,,,,mm,True
MS_DOrville_101_binding_1,manuscript_4053,DOrville,MS_DOrville_101,MS. D'Orville 101,MS_DOrville_101,10.625; 4.625,,,,,,,,,10.625 in,270.0,270.0,4.625 in,117.0,117.0,,,,mm,True
MS_DOrville_102_binding_1,manuscript_4054,DOrville,MS_DOrville_102,MS. D'Orville 102,MS_DOrville_102,11.125; 7.875,,,,,,,,,11.125 in,283.0,283.0,7.875 in,200.0,200.0,,,,mm,True
MS_DOrville_103_binding_1,manuscript_4055,DOrville,MS_DOrville_103,MS. D'Orville 103,MS_DOrville_103,9.375; 6.75,,,,,,,,,9.375 in,238.0,238.0,6.75 in,171.0,171.0,,,,mm,True
MS_DOrville_104_binding_1,manuscript_4056,DOrville,MS_DOrville_104,MS. D'Orville 104,MS_DOrville_104,9.75; 6.875,,,,,,,,,9.75 in,248.0,248.0,6.875 in,175.0,175.0,,,,mm,True
MS_DOrville_105_binding_1,manuscript_4057,DOrville,MS_DOrville_105,MS. D'Orville 105,MS_DOrville_105,9.25; 6.875,,,,,,,,,9.25 in,235.0,235.0,6.875 in,175.0,175.0,,,,mm,True
MS_DOrville_109_binding_1,manuscript_4058,DOrville,MS_DOrville_109,MS. D'Orville 109,MS_DOrville_109,8.25; 6.125,,,,,,,,,8.25 in,210.0,210.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_110_binding_1,manuscript_4060,DOrville,MS_DOrville_110,MS. D'Orville 110,MS_DOrville_110,8.375; 5.75,,,,,,,,,8.375 in,213.0,213.0,5.75 in,146.0,146.0,,,,mm,True
MS_DOrville_112_binding_1,manuscript_4061,DOrville,MS_DOrville_112,MS. D'Orville 112,MS_DOrville_112,8.625; 5.875,,,,,,,,,8.625 in,219.0,219.0,5.875 in,149.0,149.0,,,,mm,True
MS_DOrville_113_binding_1,manuscript_4062,DOrville,MS_DOrville_113,MS. D'Orville 113,MS_DOrville_113,8.25; 6.125,,,,,,,,,8.25 in,210.0,210.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_114_binding_1,manuscript_4063,DOrville,MS_DOrville_114,MS. D'Orville 114,MS_DOrville_114,8.75; 5.75,,,,,,,,,8.75 in,222.0,222.0,5.75 in,146.0,146.0,,,,mm,True
MS_DOrville_115_binding_1,manuscript_4064,DOrville,MS_DOrville_115,MS. D'Orville 115,MS_DOrville_115,8.75; 6.125,,,,,,,,,8.75 in,222.0,222.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_120_binding_1,manuscript_4068,DOrville,MS_DOrville_120,MS. D'Orville 120,MS_DOrville_120,"Red leather with some gold ornament, 17th century (?)",,,,,1600,1700,,,9.25 in,235.0,235.0,6.75 in,171.0,171.0,,,,mm,True
MS_DOrville_134_binding_1,manuscript_4070,DOrville,MS_DOrville_134,MS. D'Orville 134,MS_DOrville_134,8.75; 6.125,,,,,,,,,8.75 in,222.0,222.0,6.125 in,156.0,156.0,,,,mm,True
MS_DOrville_135_binding_1,manuscript_4071,DOrville,MS_DOrville_135,MS. D'Orville 135,MS_DOrville_135,8.625; 5.75,,,,,,,,,8.625 in,219.0,219.0,5.75 in,146.0,146.0,,,,mm,True
MS_DOrville_136_binding_1,manuscript_4072,DOrville,MS_DOrville_136,MS. D'Orville 136,MS_DOrville_136,Brown leather with gold tooling (16th century?),,,,,1500,1600,,,8 in,203.0,203.0,5.875 in,149.0,149.0,,,,mm,True
MS_DOrville_137_binding_1,manuscript_4073,DOrville,MS_DOrville_137,MS. D'Orville 137,MS_DOrville_137,9; 6,,,,,,,,,9 in,229.0,229.0,6 in,152.0,152.0,,,,mm,True
